entailment	id	similarity	sent1	sent2
Entailment	2628	4.4	Uma pessoa está fritando carne em uma frigideira	Uma pessoa está fritando comida em uma frigideira
Entailment	1754	4.4	A senhora está quebrando ovos que estão crus dentro de uma tigela	A mulher está rachando ovos em uma tigela
None	3670	3.8	Uma mulher está coletando água da torneira em uma caneca	Uma mulher está esvaziando a água de uma caneca
None	3654	3.9	Alguns peixes estão nadando	Um peixe não está nadando
None	4142	2.6	Um menino está batendo em um homem com uma espada	Não tem nenhum homem sendo atingido
None	5453	2.865	Um papagaio está falando	O palestrante gosta de papagaios
None	3995	4.6	Um trem de brinquedo está atingindo um carro de brinquedo	Um trem de brinquedo está golpeando violentamente um carro de brinquedo
Entailment	505	4.5	Uma menina de uniforme está tocando flauta com uma banda marcial	Uma menina em uma banda está tocando a flauta
None	3483	4.1	O homem está andando por um caminho através da natureza	Um homem da natureza está em um caminho
Entailment	2275	4.5	Uma pessoa está olhando para uma moto projetada para motocross que está deitada de lado e outra está correndo por ali	Uma pessoa está olhando uma moto de motocross que está deitada de lado e outra está correndo por ali
None	4668	3.5	A mulher está despejando óleo na frigideira	A mulher não está despejando óleo na frigideira
Entailment	787	3.2	Uma menina está pulando em um carro	Uma menina está pulando no carro
None	4176	1.0	Uma menina está penteando o pelo da cauda de um pequeno pônei	Um homem está sentado na cadeira
None	5485	4.2	Um macaco está escovando o cachorro	Um buldogue está sendo escovado pelo macaco
None	4411	3.2	Uma mulher está negando as bolas de vôlei para outra mulher	Uma mulher está entregando bolas de vôlei para outra mulher
Entailment	852	4.4	Alguém está verificando o e-mail	Alguém está lendo o e-mail
None	3352	1.2	Um homem está segurando um sapo descuidadamente	Um homem está enchendo um recipiente feito de plástico
Entailment	2769	4.0	Um grupo de pessoas está olhando para o equipamento de som	Um grupo de pessoas está em pé ao redor de uma aparelhagem de som
None	6160	3.435	Um menino está afastando o violão	Um menino está tocando um violão
None	4740	3.035	Um homem está tocando uma flauta	O homem está tocando um violão
Entailment	1096	4.6	Um homem está exibindo um macaco pequenino	Um homem está mostrando um macaco pequenino
Entailment	79	4.9	Um panda que é fofo está deitado	Um panda fofo está ficando deitado
None	6194	1.1	Uma pessoa não está picando uma cebola	Uma pessoa está andando de motocicleta
None	3887	3.4	A menina está pulando imprudentemente para dentro de um carro	Um carro está pulando arriscadamente sobre uma menina
Entailment	220	4.9	Um jogador de basquete está no chão da quadra e a bola está sendo agarrada por outro	Um jogador de basquete está no chão da quadra e outro está pegando a bola
None	3504	4.6	A banda está cantando	A banda está cantando alto
Entailment	2546	4.815	Ingredientes estão sendo derramados em uma tigela por uma mulher	Uma mulher está despejando ingredientes em uma tigela
Entailment	2291	4.6	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	O cachorro preto está passeando na grama e correndo com sua língua para fora
None	6458	3.4	Alguns homens em uma competição estão correndo no exterior	O homem está correndo para alcançar a liderança
None	4673	4.0	As mulheres estão serrando troncos	Homens estão serrando troncos
None	4204	2.7	Os filhotes de gatos nas bandejas estão sendo comidos como alimentos para uma propaganda	Alguns filhotes de gato estão comendo
Entailment	2127	4.6	Dois homens estão sentados em volta de uma mesa segurando cervejas em suas mãos	Dois caras estão sentados em volta de uma mesa e segurando cervejas em suas mãos
Entailment	864	4.2	Um filhote de gato está bebendo leite fresco	O leite está sendo bebido por um gato
None	4518	3.2	Um homem com equipamento usado para escalada está pendurado em uma rocha branca e vertical	O equipamento de escalada para resgatar um homem está pendurado em uma pedra branca, vertical
None	3463	2.8	Não tem nenhum homem cortando um papel	Uma pessoa está rasgando papel
None	5089	3.3	A pessoa está praticando tocar violão	A pessoa que está praticando não gosta do violão
Entailment	1712	4.6	Um homem de bicicleta está pedalando na praia	Um homem de bicicleta está andando na costa
Entailment	1179	4.8	Um menino está pulando de uma plataforma e dois outros meninos estão de pé e o encarando	Um menino está pulando de uma plataforma e dois outros meninos estão de pé e assistindo
None	5823	1.9	A senhora está rachando um ovo para a batedeira	A senhora não está cortando a carne
None	4155	4.7	A mulher está cortando uma cenoura	Uma mulher está cortando em cubos uma cenoura
None	6423	1.0	Um macaco está chutando raivosamente um alvo	A sautese está sendo untada por uma mulher que está despejando um pouco de água
Entailment	1914	4.8	Uma mulher está abrindo um refrigerante e o bebendo	Um refrigerante está sendo aberto e tomado por uma mulher
None	5421	2.8	Três jovens homens estão correndo, pulando e chutando perto de uma máquina de venda	Três homens estão pulando de um muro alto
None	4896	1.2	As janelas estão sendo limpas por um homem	O homem está dirigindo um carro cuidadosamente
Entailment	2626	4.9	Uma mulher que é velha está dando um aperto de mão em um homem	Uma mulher velha está dando um aperto de mão em um homem
None	4878	3.8	Não tem nenhum homem fritando uma tortilha	Um homem está fritando uma tortilha
None	5734	3.1	A mulher está usando óculos e uma touca preta	Um egípcio está vestindo uma toca de mulher
None	3451	2.4	O jarro está sendo enchido com água por um menino	Uma mulher está coletando água da torneira em uma caneca
None	5306	3.8	Um homem vestido de preto está andando de bicicleta	Um homem está realizando um truque em uma bicicleta verde
None	5456	3.1	Uma bicicleta está sendo pedalada sobre um macaco	Um macaco está andando de bicicleta
Entailment	2514	4.9	As crianças pequeninas estão escalando uma estátua no parque	Crianças pequeninas estão escalando uma estátua em um parque
None	6357	3.5	Duas pessoas estão sentadas confortavelmente no banco	Duas pessoas grandes estão sentadas em um banco do parque e elas têm uma garrafa de refrigerante entre elas
None	6068	1.9	Não tem nenhuma mulher acariciando um lêmure	Alguém está coçando a barriga de um animal
None	4016	3.7	Um homem está fatiando uma cebola	Não tem nenhum homem fatiando cebola
Entailment	2323	4.9	Uma mulher está fatiando ervas	A mulher está fatiando ervas
None	5217	4.2	O homem não está montando um cavalo	O homem está montando um cavalo
Entailment	2150	4.9	Um elefante está sendo montado por uma mulher	Uma mulher está andando de elefante
Entailment	326	4.4	O cachorro castanho está pulando no ar	Um cachorro está pulando no ar
None	3391	3.6	Um trem de brinquedo está sem um carro de brinquedo	Um trem de brinquedo está atingindo um carro de brinquedo
Entailment	1811	4.735	Uma mulher está cozinhando costeleta de porco empanada	A mulher está fritando uma costeleta de porco empanada
None	5657	1.8	Uma mulher está cortando um tomate	Uma mulher está pegando uma lata
Entailment	2911	4.3	Dois cachorros estão correndo e carregando um brinquedo em suas bocas	Dois cachorros estão correndo e levando um objeto em suas bocas
None	4506	3.9	Uma mulher está cozinhando ovos	A mulher está cozinhando cuidadosamente alguma coisa
Entailment	2928	5.0	Um menino pequenino está parado na floresta	O menino pequenino está parado na floresta
None	3624	2.5	Não tem nenhum macaco escovando o cachorro	O macaco está escovando um buldogue
Entailment	1490	4.7	Os corredores estão competindo impetuosamente em torno da pista	Os corredores estão competindo em volta da pista
None	4395	3.8	O homem está apagando o trabalho de outro homem na lousa	O homem está limpando o desenho da lousa
Entailment	2065	4.9	Uma pessoa está cantando e tocando violão	Uma pessoa está cantando e tocando um violão
Entailment	722	4.8	Uma pessoa está fatiando uma cebola	Uma pessoa está cortando uma cebola
Entailment	1931	4.5	Uma senhora está cortando um pouco de carne precisamente	Uma senhora está cortando carne em pedaços
None	4339	4.7	A senhora está medindo o tornozelo de outra mulher	Uma jovem senhora está medindo o tornozelo de outra mulher
Entailment	190	4.2	Um homem está tocando teclado	Um músico está tocando um teclado
None	3257	2.7	Um lêmure está comendo	O animal com olhos grandes está dormindo
None	5790	2.4	Uma pessoa vestindo roupas para andar de bicicleta está de pé firmemente em frente às montanhas	Um grupo de pessoas está equipado com equipamentos de segurança
Entailment	2231	4.8	Alguém está dobrando um pedaço de papel	Uma pessoa está dobrando um pedaço de papel
None	5065	4.7	A mulher usando calça prata, com a boca de sino rosa, e um lenço rosa está andando de bicicleta	A mulher usando calça prata com boca de sino rosa e um cachecol vermelho está andando de bicicleta alegremente
Entailment	304	4.8	O homem está conversando no telefone	O homem está falando no telefone
None	4054	4.1	Um homem está saindo do carro	Um homem está entrando em um carro
Entailment	2595	4.6	Dois homens estão lutando com os punhos em um ringue	Duas pessoas estão lutando com os punhos em um ringue
Entailment	983	5.0	Um homem está tocando bateria	A bateria está sendo tocada pelo homem
None	5834	3.6	Um homem de macacão azul está corajosamente empinando uma motocicleta	Um artista corajoso está empinando uma motocicleta sobre um homem de macacão azul
Entailment	14	4.9	A batata está sendo descascada por uma mulher	Uma mulher está descascando a batata
Entailment	2347	4.5	Um cachorro está pulando alto no ar no campo	Um cachorro está pulando no ar no interior
Entailment	1173	4.9	O homem está escalando para cima de uma corda	Um homem está escalando para cima em uma corda
None	3590	2.8	Uma menina adolescente está usando miçangas que são vermelhas	A menina gosta de vermelho e não está usando miçangas para adolescentes
None	4827	3.5	Um homem está digitando em uma máquina usada para taquigrafia	Um homem está arrumando uma máquina de taquigrafia
None	3462	3.5	Não tem nenhum gato brincando com um dispositivo	Um gato está jogando com um dispositivo
None	4879	3.1	O homem está cortando um tronco de árvore com um machado	Não tem nenhum homem cortando um tronco com um machado
None	6251	4.0	Um cachorro branco e caramelo está correndo pelo campo	Um cachorro castanho e branco está atravessando a grama alta
Entailment	2491	4.9	Um aeroplano está decolando	Um avião está decolando
Entailment	736	4.8	Uma criança pequenina está mostrando excitação em um conjunto de balanços no parque	Uma criança pequenina está se mostrando entusiasmada em um conjunto de balanços no parque
None	4713	4.7	Um lápis está sendo apontado pela máquina	A máquina está apontando o fim de um lápis
Entailment	2977	4.9	A cauda de um animal está sendo perseguida por um cachorro na grama	Um cachorro está perseguindo a cauda de um animal na grama
None	4512	1.5	O homem e o menino estão de pé embaixo da escada, que é ao ar livre	Uma palestra sobre um adulto e um menino está sendo dada em um anfiteatro
None	3253	3.6	A mulher está adicionando açúcar à carne	A mulher não está adicionando açúcar à carne
None	4977	2.6	O homem está desenhando	Uma menina está desenhando um homem
None	4355	3.8	Um cervo está pulando sobre o muro	Um cervo está saltando sobre uma cerca de ferro
None	4691	1.1	Um bebê está rindo	Um homem está se exercitando
None	6231	4.4	Um avião está pousando	Um avião está decolando
Entailment	1487	4.8	A senhora está adicionando queijo ao molho	A mulher está adicionando queijo ao molho
Entailment	3231	4.7	Um homem está enterrando uma bola de basquete no cesto e uma multidão está ao fundo	O jogador está enterrando a bola de basquete e uma multidão está ao fundo
Entailment	440	4.7	O homem está tocando o piano de forma divertida com seu nariz	Um homem está tocando o teclado com o nariz
None	3612	3.2	Não tem nenhuma pessoa chutando uma bola de futebol de campo entre as pernas de alguém	Uma pessoa está chutando uma bola de futebol de campo entre os pés
Entailment	1381	4.8	Cereal está sendo comido pelo homem	Um homem está comendo uma tigela de cereal
Entailment	2052	5.0	A mulher está cortando polvo cozido	A mulher está fatiando polvo cozido
Entailment	2967	4.0	Um homem está jogando futebol de campo	Um homem está jogando um jogo com uma bola
Entailment	1933	4.9	Um jovem menino está pulando no ar com seus joelhos dobrados e braços abertos	Um menino, que é jovem, está pulando no ar com os joelhos dobrados e os braços abertos
None	6114	3.4	Não tem nenhum cachorro correndo na estrada	Um cachorro está correndo na estrada
Entailment	127	4.8	As pessoas estão andando de bote e remando	Algumas pessoas estão navegando e remando um bote
None	6452	4.0	Uma pessoa está sentada em um campo e está usando um chapéu	Um homem está sentado em um campo
Entailment	2904	4.6	Um cachorro cinza está pulando em direção a um cachorro preto e branco na neve fofa	Um cachorro cinza está pulando em direção a um cachorro preto e branco na neve
None	4429	3.3	A menina está animando o homem de uniforme azul e branco	Uma menina de uniforme, que é azul, está levantando seu braço
Entailment	521	4.9	Um homem está tocando um violão acústico	Um homem está tocando um violão que é acústico
Entailment	92	4.9	Uma menina está batucando as unhas	A menina está batucando suas unhas
Entailment	2464	4.8	Um cachorro está na areia que está sendo soprada pelo vento	Um cachorro está na areia que está se espalhando no ar
None	3957	3.7	Uma mulher está dançando numa gaiola	A mulher não está dançando
Entailment	1501	4.5	Um grupo de crianças vestindo a mesma roupa está esperando em um portão e uma está beijando a mãe	Um grupo de crianças em uniformes está parado em um portão e uma está beijando a mãe
None	3896	4.2	O gato está lambendo um prato raso cheio de leite	O gato está lambendo leite de um pires
Entailment	3010	4.9	Um obstáculo vermelho está sendo pulado por um grande cachorro castanho	Um cachorro castanho está saltando sobre um obstáculo vermelho
None	5146	3.8	Uma multidão perto das pessoas está se beijando dois a dois	Duas pessoas estão se beijando perto de uma multidão
Entailment	2256	5.0	O cachorro está pegando uma bola	Um cachorro está pegando uma bola
None	5139	3.6	Uma pessoa com equipamento de ciclismo está parada de pé de frente para algumas montanhas	Não tem nenhuma pessoa usando equipamentos de ciclista em pé firmemente em frente às montanhas
Entailment	869	4.9	Um avião está decolando	Um aeroplano está decolando
Entailment	2925	4.5	Dois homens, uma mulher e dois meninos jovens estão em pé à toa em frente a uma grande reunião de pessoas do lado de fora de um prédio	Dois homens, uma mulher e dois meninos jovens estão parados na frente de um grande grupo de pessoas do lado de fora de um prédio
None	6402	2.7	Um homem jovem está fugindo da linha de pesca	Um menino está pendurando uma vara de pesca e correndo na frente de um peixe
None	5475	3.2	Não tem nenhum homem tocando um teclado eletrônico	Um homem está tocando um teclado eletrônico
None	5245	1.3	Um cara está brincando animadamente com uma bola de meia	O homem está tocando piano
None	4822	3.4	A bola de futebol está entre os pés de um menino que está deitado na grama	A criança pequena está jogando futebol e caindo inofensivamente na grama
Entailment	630	5.0	Um ovo está sendo rachado em uma tigela por uma mulher	Uma mulher está quebrando um ovo em uma tigela
None	4788	3.4	Um filhote de gato está ficando entediado	Um filhote de gato está brincando com um brinquedo
Entailment	3232	4.9	Uma mulher de vestido vermelho está tocando um instrumento	Um instrumento está sendo tocado por uma mulher em um vestido vermelho
Entailment	978	4.4	Dois meninos assustados estão conversando no telefone	Dois meninos estão conversando ao telefone
None	3954	3.6	A senhora não está quebrando ovos na tigela	A mulher está rachando ovos em uma tigela
Entailment	2919	4.2	Os meninos jovens estão posando com uma bola verde de futebol de campo no parque	As crianças jovens estão posando com uma bola de futebol de campo verde em um parque
None	5522	2.3	Três crianças asiáticas estão dançando e um homem está olhando	As crianças da família estão brincando e aguardando
None	3341	2.7	Um trenó está cheio de crianças	Um menino em um morro coberto de neve está vestindo uma blusa vermelha e um chapéu preto e deslizando nos seus joelhos
None	5195	1.5	O homem não está tocando piano	Um cara está brincando animadamente com uma bola de meia
None	4279	3.5	Tofu está sendo fatiado por uma mulher	Algumas fatias de tofu estão sendo comidas por uma mulher
Entailment	1522	5.0	A mulher está vestindo uma camisa colorida e um monte de joias	Uma mulher está vestindo uma camisa colorida e muita joia
None	5138	3.5	Vários furões estão escalando para fora da gaiola	Furões estão escalando prateleira acima
None	6434	4.0	Um homem está sentado em um campo	Uma pessoa está sentada em um campo e está usando um chapéu
None	3498	1.0	Um macaco está chutando raivosamente um alvo	A mulher não está despejando óleo em uma sautese
Entailment	308	5.0	Um homem está aparando grama	A grama está sendo cortada por um homem
None	6463	2.3	Um homem está fatiando uma cenoura confiantemente com a faca	A mulher está fatiando uma cebola
None	3538	2.2	Os motoqueiros estão cercando em uma bicicleta metálica de um menino	Um ciclista está pedalando sobre o topo de uma cerca
None	5099	3.2	Um homem está comendo uma pizza	Não tem nenhum homem comendo pizza
None	5363	3.4	Um pequenino grupo de pessoas está esperando para comer em um restaurante	Um grande grupo de pessoas asiáticas está comendo em um restaurante
None	3846	1.0	Um grupo de crianças em uniformes está parado em um portão e uma está beijando a mãe	Uma multidão de pessoas está longe da água
None	5044	2.9	Um salto sobre a neve branca é muito atraente para os praticantes de snowboard	A pessoa que está praticando snowboard pula pelo ar
None	4542	1.0	Um barco está ancorado	O violão está sendo tocado por um homem
Entailment	822	4.0	A senhora oriental está cortando uma cenoura em pedaços que são finos	Uma mulher está fatiando uma cenoura
None	5155	4.2	O gato está tomando um pouco de leite	Um filhote de gato está bebendo leite fresco
None	5047	2.6	Um homem está caminhando do lado de fora	Um homem está sentado
Entailment	1014	4.7	Uma menina pequena está olhando para uma mulher de fantasia	Uma jovem menina está olhando para uma mulher de fantasia
None	5408	2.4	O leite está sendo bebido por um gato	Um homem bêbado está ordenhando um gato
None	6378	3.5	Não tem nenhum homem sendo atingido	Um menino está batendo em um homem com uma espada de plástico
Entailment	1595	4.4	Uma menina pequena está sorrindo e correndo para fora da casa	Uma menina pequena está sorrindo e correndo para fora
Entailment	803	4.9	Um cachorro caramelo está correndo pela neve	Um cachorro, que é caramelo, está atravessando a neve
Entailment	1209	4.9	Uma pessoa está descascando uma cebola	A pessoa está descascando uma cebola
Entailment	2868	4.6	Uma batata está sendo fatiada pelo homem	Um homem está fatiando batatas
Entailment	1476	4.9	A mulher está cortando alho em cubos	O alho está sendo cortado em cubos por uma mulher
None	5268	4.8	Um homem fazendo uma pose está sendo observado por outro homem	Um homem está posando para ser observado por outro homem
None	3643	3.1	Ninguém está realizando um truque de cartas	Uma pessoa está realizando um truque com cartas
Entailment	2599	4.8	Uma fita está sendo girada por uma menina de rosa	A menina de rosa está enrolando uma fita
Entailment	163	4.4	Uma mulher velha está dando um aperto de mão em um homem	Um homem e uma mulher estão dando um aperto de mãos
None	5518	3.0	Uma flauta de madeira é tocada por um homem	Um homem está tocando piano
Entailment	1716	4.2	Um homem está entrando em um carro em uma garagem	Um homem está entrando em um automóvel
Entailment	1152	4.9	O pássaro branco está pousando rapidamente na água	Um pássaro branco está pousando rapidamente na água
Entailment	328	4.7	Dois cachorros grandes, um de cor clara e o outro de cor escura, estão rapidamente se movendo através do terreno nevado	Dois cachorros grandes, um de cor clara e outro escuro, estão correndo pelo terreno nevado
None	4818	2.6	Um menino pequeno e medroso está no chão	Um menino está escalando para cima de uma parede de escalada e está preso a uma corda
None	5530	1.0	Dois homens estão jogando pingue-pongue	Um pequeno grupo de mulheres está segurando uma a outra e dançando junto
Entailment	1614	4.7	Alguém está cortando algum papel com tesoura	O papel está sendo cortado com tesoura
None	4848	1.0	Um cavalo está parado	Uma mulher está cortando uma cebola branca
None	5979	4.4	Um homem está desenhando	O homem está pintando
None	5051	3.2	Não tem nenhum homem dirigindo uma moto pela cidade	Um homem está andando de moto
Entailment	969	4.9	Uma pessoa que joga futebol de campo está chutando uma bola para o gol	Um jogador de futebol de campo está chutando a bola dentro do gol
None	6040	2.4	Não tem nenhum homem pensando	Um homem está dançando
Entailment	956	4.9	Uma menina da Ásia, na frente de uma janela de tijolos, parece surpresa	Uma menina da Ásia, em frente a uma janela feita de tijolos, parece surpresa
Entailment	718	4.4	A mulher está pegando e segurando um bebê canguru	Uma mulher está pegando e segurando um bebê canguru
Entailment	1385	3.9	Um gato está tocando um piano comicamente	Um gato está tocando teclados
None	3288	1.0	Um homem está afagando um jacaré na boca	Vegetais picados estão sendo despejados dentro de uma panela no fogão por uma pessoa
None	5769	3.6	Dois homens não estão segurando varas de pescar	Dois homens estão de pé perto da água e estão segurando varas de pesca
Entailment	1982	4.9	Um cavalo está pulando o obstáculo e tem um cavaleiro nas suas costas	Um obstáculo está sendo saltado por um cavalo que tem um cavaleiro em suas costas
Entailment	1765	4.9	A senhora está quebrando ovos crus na tigela	A senhora está quebrando ovos que estão crus dentro de uma tigela
Entailment	3200	4.8	Um homem está apertando os botões de um micro-ondas	Os botões de um micro-ondas estão sendo apertados por um homem
None	4223	4.2	Uma mulher está cortando vegetais	Uma mulher está cortando brócolis
Entailment	708	4.4	Um avião voa rapidamente pelo ar	Um avião está voando pelo ar
Entailment	2691	4.2	Um homem com bigode branco está de pé em uma varanda e está olhando para a estrada abaixo	Um homem com bigode está em pé na varanda e está olhando para a estrada abaixo
None	5604	3.2	Um homem está andando de moto	Não tem nenhum homem dirigindo uma moto pela cidade
None	5569	3.2	A mulher está cortando cebolas em cubos	A mulher está jogando cebolas fora
None	4121	2.5	Um cachorro que é peludo e preto está em um quintal dos fundos e está carregando uma cesta em sua boca	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde
Entailment	2204	4.0	Dois cachorros estão lutando e se abraçando	Dois cachorros estão lutando
Entailment	782	4.6	Um menino de shorts laranja está de pé em um penhasco de pedra sobre a água e o outro menino de shorts preto está pulando de lá na água	Um menino de shorts laranja está de pé em um penhasco de pedra sobre a água e o outro garoto de shorts preto está mergulhando na água
None	6223	1.435	Uma menina está derretendo dois pedaços de manteiga juntos	Tofu está sendo fatiado por uma mulher
Entailment	3044	4.7	Dois homens estão competindo em uma corrida de pneus	Dois homens estão competindo em uma competição de pneus
None	5070	4.6	O homem está tocando um piano	O homem está austeramente tocando um piano
Entailment	1164	4.5	Uma menina está usando uma camisa rosa que tem escrita branca e está ficando deitada na grama	Uma camisa rosa com escrita branca está sendo usada por uma menina que está deitada na grama
None	6432	3.6	Uma mulher está sacando bolas de vôlei sobre uma rede	Uma mulher está entregando bolas de vôlei para outra mulher
None	4828	4.6	Uma pessoa está embrulhando uma tortilha	Um homem está dobrando lentamente uma tortilha
Entailment	734	3.9	A mulher está limpando um camarão	Alguém está limpando um animal
None	5874	3.5	Uma mulher está acariciando um lêmure	Não tem nenhuma mulher acariciando um lêmure
Entailment	150	4.9	Um homem está vestindo uma jaqueta vermelha e de pé ao lado de uma canoa vermelha em algumas rochas com água ao fundo	Um homem está vestindo um casaco vermelho e parado ao lado de uma canoa amarela sobre pedregulhos com água ao fundo
Entailment	3156	4.2	Um cachorro preto e branco com um grande galho está correndo na grama	Um cachorro preto e branco está carregando uma vara grande na grama verde
None	6122	1.6	O homem está dirigindo um carro	O homem tem uma janela de tempo para se limpar
None	3983	1.1	Alguns animais estão brincando selvagemente na água	Duas pessoas estão jogando pingue-pongue
None	4947	4.1	Um menino pequenino está brincando com um cachorro	Um bebê está brincando com um cachorro
Entailment	1189	4.7	Um cachorro preto está pulando de uma pedra em uma lagoa	Um cachorro preto está pulando de uma doca para uma lagoa
None	5101	3.2	Alguns cavalos estão descansando na grama verde	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo
Entailment	871	4.6	Os corredores estão competindo em uma pista	Os corredores estão correndo por uma pista
None	3879	3.1	A apresentação não está sendo assistida por uma sala de aula de estudantes	Uma sala de aula está cheia de estudantes
Entailment	916	4.2	Um homem está colocando vegetais em uma panela	Alguém está despejando ingredientes em uma panela
None	3773	3.5	Alguém está coçando a barriga de um animal	Uma mulher está acariciando um lêmure
None	6060	3.0	Uma mulher e um cachorro estão de pé perto de um toco de árvore	Uma mulher, que é velha, está perto de um cachorro branco
Entailment	15	4.3	Um homem está de pé em um morro de terra próximo a um jipe preto	Um homem está parado em um morro de terra ao lado de um carro preto
None	3628	4.6	Duas pessoas usando roupas para neve estão no chão fazendo anjos da neve	Duas crianças estão deitadas na neve e estão fazendo anjos de neve
None	5273	2.8	Uma vaqueira está montando em um barril perto de um cavalo na esquina	Uma vaqueira está montando um cavalo e rodeando um barril
None	4344	1.2	O menino está borrifando as plantas com água	A menina está andando de cavalo
Entailment	2804	4.7	Um cachorro castanho e branco está brincando na grama	Um cachorro castanho e branco está brincando no gramado
None	4169	3.1	Não tem nenhum homem cortando um tronco com um machado	O homem está cortando um tronco de árvore com um machado
Entailment	57	4.9	A pessoa está fatiando um dente de alho em pedaços	Uma pessoa está fatiando um dente de alho em pedaços
Entailment	2792	4.5	Três homens estão encarando os grandes morros verdes à distância	Alguns homens estão encarando os grandes morros verdes à distância
Entailment	1993	5.0	Os homens estão colocando bagagens dentro do porta-malas de um carro	Os homens estão colocando as bagagens no porta-malas de um carro
None	6000	2.7	Um homem está dançando	Um homem está sentado
None	6182	3.1	Um homem está sentado no bosque	Um homem está caminhando na floresta
Entailment	2029	4.9	O avião está pousando	Um avião está pousando
None	3715	3.5	Uma pessoa está andando em uma moto motorizada em um evento relacionado a motocross	Um piloto de motocross está dando uma moto para uma pessoa em um evento
None	4483	2.8	A pessoa está fatiando um dente de alho em pedaços	Um pimentão está sendo cortado em pedaços por uma pessoa
None	3759	3.4	Alguém está tocando o violão	Alguém está colocando o violão para lá
Entailment	175	4.6	Uma mulher está batucando seus dedos nervosamente	Uma mulher está batucando seus dedos
Entailment	2748	4.6	Dois cachorros estão olhando algo que está se debatendo na água	Dois cachorros estão olhando alguma coisa que está se movendo na água
None	3935	3.9	A mulher com um chapéu preto está usando óculos de sol	A mulher está usando óculos e uma touca preta
Entailment	1274	4.8	Dois cachorros estão correndo pela grama alta	Dois animais estão correndo pela grama alta
Entailment	2370	4.5	Um cachorro castanho está correndo sem ar através do quintal com um brinquedo em sua boca	Um cachorro castanho está correndo através do quintal com um brinquedo em sua boca
Entailment	1402	4.8	Um homem está atirando armas	Um homem está disparando uma arma
Entailment	1988	4.7	Um cachorro branco está parado em cima de folhas caídas	Um cachorro, que é branco, está em pé nas folhas caídas
None	3789	1.0	Um jacaré está levando um tapa na boca de um homem	Uma pessoa está despejando vegetais picados em uma panela no fogão
None	6303	2.1	O homem está cuidadosamente alimentando a cobra com um rato	Um pobre homem está sendo alimentado com cobras e ratos
None	5322	3.6	Ninguém está fatiando um pedaço de pão	Um homem está fatiando um pão
None	4455	3.1	Um homem está subindo uma corda	Um homem está sendo amarrado antes de escalar
Entailment	711	4.6	Um cachorro está correndo na praia	Um cachorro está correndo na costa do mar
Entailment	1424	5.0	O menino pequeno está vestindo uma regata amarela e está rindo	Um menino pequeno está vestindo uma regata amarela e está rindo
None	3920	3.5	Um homem está quebrando tábuas feitas de madeira com suas mãos	Um homem está quebrando azulejos com as mãos
None	3767	4.9	Um cachorro castanho está atacando outro animal em frente do homem de calça	Um cachorro castanho está atacando outro animal na frente do homem alto de calça
Entailment	478	4.485	Uma mulher está praticando com uma flauta	Uma mulher está tocando flauta
None	5586	3.4	Um homem está pulando de um muro baixo	Um homem está pulando em uma parede baixa
None	5463	3.5	O panda não está comendo bambu	O panda está comendo bambu
None	3261	3.0	Um homem está polvilhando tempero em vários pães fatiados e com manteiga	Um homem está fatiando um pouco de alho e guardando o pão
None	5724	3.3	Um motociclista está usando um equipamento que é preto	Um homem está usando um capacete preto e empurrando uma bicicleta
Entailment	2619	4.7	O homem está fatiando a batata	Batatas estão sendo fatiadas por um homem
Entailment	256	4.5	Um chefe está cozinhando uma refeição	Um chefe está preparando uma refeição
None	4791	2.1	Um homem está liderando a corrida	Alguns homens em uma competição estão correndo em uma área coberta
None	5255	3.6	Um homem está correndo na estrada	Não tem nenhum homem correndo na estrada
Entailment	2855	4.6	A menina está borrifando as plantas com água	A menina está regando as plantas
None	6457	3.8	Um homem está largando um violão	Um homem está tocando um violão
None	4908	3.8	Um homem não está tocando um violão	Um homem está tocando um violão
Entailment	682	4.5	Um homem está despejando óleo dentro de uma sautese	Um homem está despejando óleo dentro de uma frigideira
Entailment	1842	5.0	Uma mulher está cozinhando ovos	A mulher está cozinhando ovos
None	6282	3.5	Um homem está tocando um violão	Não tem nenhum homem tocando um violão
None	3798	3.5	Um gato está jogando com um dispositivo	Não tem nenhum gato brincando com um dispositivo
None	6459	3.7	Um homem está tocando um violão	Não tem nenhum homem tocando violão
Entailment	2495	4.6	Um surfista está surfando a onda	Um surfista está surfando na onda
Entailment	1138	5.0	O surfista está surfando uma grande onda	Um surfista está pegando uma onda grande
Entailment	3069	4.8	Uma mulher elegante está dentro de uma multidão de pessoas e está olhando para baixo	Uma mulher vestida com roupas elegantes está dentro de uma multidão de pessoas e está olhando para baixo
Entailment	1623	4.5	Um cara está aparando o gramado	A grama está sendo cortada por um homem
None	4066	4.1	Uma pessoa está penteando o pelo de um gato	Uma pessoa está acariciando o pelo de um gato
None	3543	2.6	O papagaio está falando no microfone	O palestrante gosta de papagaios
Entailment	2688	4.5	Um homem de azul está montando um cavalo em uma estrada de terra	Um homem de azul está andando em um animal em uma estrada de terra
None	3806	3.2	Dois homens estão tomando uma pausa de uma viagem em uma estrada coberta de neve	Dois homens com bicicletas estão do lado de uma estrada nevada
None	5136	3.9	Os médicos estão revivendo um homem	O paciente está sendo ajudado pelo médico
